Scheme_Code,Scheme_Name,AMC,Scheme_Type,Scheme_Category,Scheme_NAV_Name,Scheme_Min_Amt,NAV,Launch_Date,Launch_Year
141481,UTI - FTIF - Series XXVII - Plan I (1113 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-I (1113 Days) - Regular Plan - Growth Option,5000,12.2354,6/5/2017,2017
141482,UTI - FTIF - Series XXVII - Plan I (1113 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-I (1113 Days) - Regular Plan - Annual Div Option,5000,10,6/5/2017,2017
141483,UTI - FTIF - Series XXVII - Plan I (1113 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-I (1113 Days) - Regular Plan - Quarterly Div Option,5000,10,6/5/2017,2017
141484,UTI - FTIF - Series XXVII - Plan I (1113 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-I (1113 Days) - Regular Plan - Flexi Div Option,5000,10,6/5/2017,2017
141485,UTI - FTIF - Series XXVII - Plan I (1113 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-I (1113 Days) - Direct Plan - Growth Option,5000,12.3583,6/5/2017,2017
141486,UTI - FTIF - Series XXVII - Plan I (1113 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-I (1113 Days) - Direct Plan - Quarterly Div Option,5000,10,6/5/2017,2017
141487,UTI - FTIF - Series XXVII - Plan I (1113 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-I (1113 Days) - Regular Plan - Maturity Div Option,5000,10,6/5/2017,2017
141514,ICICI Prudential Fixed Maturity Plan - Series 81 - 1150 Days Plan K,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 81 - 1150 Days Plan K - Direct Plan - Cumulative Option,5000,12.3774,6/8/2017,2017
141515,ICICI Prudential Fixed Maturity Plan - Series 81 - 1150 Days Plan K,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 81 - 1150 Days Plan K - Dividend Option,5000,12.3154,6/8/2017,2017
141516,ICICI Prudential Fixed Maturity Plan - Series 81 - 1150 Days Plan K,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 81 - 1150 Days Plan K - Cumulative Option,5000,12.3154,6/8/2017,2017
141517,ICICI Prudential Fixed Maturity Plan - Series 81 - 1150 Days Plan K,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 81 - 1150 Days Plan K - Direct Plan - Dividend Option,5000,12.3774,6/8/2017,2017
141518,Nippon India Fixed Horizon Fund XXXIV- Series 6,Nippon Life India Asset Management Limited,Close Ended,Income,Nippon India Fixed Horizon Fund XXXIV- Series 6- Direct Plan- Dividend Payout Option,5000,10,6/14/2017,2017
141519,Nippon India Fixed Horizon Fund XXXIV- Series 6,Nippon Life India Asset Management Limited,Close Ended,Income,Nippon India Fixed Horizon Fund XXXIV- Series 6- Dividend Payout Option,5000,10,6/14/2017,2017
141520,Nippon India Fixed Horizon Fund XXXIV- Series 6,Nippon Life India Asset Management Limited,Close Ended,Income,Nippon India Fixed Horizon Fund XXXIV- Series 6- Growth Option,5000,11.6083,6/14/2017,2017
141521,Nippon India Fixed Horizon Fund XXXIV- Series 6,Nippon Life India Asset Management Limited,Close Ended,Income,Nippon India Fixed Horizon Fund XXXIV- Series 6- Direct Plan-Growth Option,5000,11.7586,6/14/2017,2017
141531,UTI - FTIF - Series XXVII - Plan II (1161 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-II (1161 Days) - Direct Plan - Annual Div Option,5000,10,6/15/2017,2017
141532,UTI - FTIF - Series XXVII - Plan II (1161 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-II (1161 Days) - Direct Plan - Quarterly Div Option,5000,10,6/15/2017,2017
141534,UTI - FTIF - Series XXVII - Plan II (1161 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-II (1161 Days) - Direct Plan - Growth Option,5000,11.7477,6/15/2017,2017
141536,UTI - FTIF - Series XXVII - Plan II (1161 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-II (1161 Days) - Regular Plan - Growth Option,5000,11.5387,6/15/2017,2017
141537,UTI - FTIF - Series XXVII - Plan II (1161 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-II (1161 Days) - Regular Plan - Annual Div Option,5000,10,6/15/2017,2017
141538,UTI - FTIF - Series XXVII - Plan II (1161 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-II (1161 Days) - Regular Plan - Quarterly Div Option,5000,10,6/15/2017,2017
141539,UTI - FTIF - Series XXVII - Plan II (1161 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-II (1161 Days) - Regular Plan - Flexi Div Option,5000,10,6/15/2017,2017
141540,UTI - FTIF - Series XXVII - Plan II (1161 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-II (1161 Days) - Regular Plan - Maturity Div Option,5000,10,6/15/2017,2017
141545,Axis Nifty 50 ETF,Axis Asset Management Co. Ltd.,Open Ended,Other Scheme - Other  ETFs,Axis Nifty 50 ETF,5000,257.4553,6/13/2017,2017
141550,Nippon India Fixed Horizon Fund XXXIV- Series 7,Nippon Life India Asset Management Limited,Close Ended,Income,Nippon India Fixed Horizon Fund XXXIV- Series 7- Dividend Payout Option,5000,10,6/22/2017,2017
141551,Nippon India Fixed Horizon Fund XXXIV- Series 7,Nippon Life India Asset Management Limited,Close Ended,Income,Nippon India Fixed Horizon Fund XXXIV- Series 7- Growth Option,5000,12.2111,6/22/2017,2017
141552,Nippon India Fixed Horizon Fund XXXIV- Series 7,Nippon Life India Asset Management Limited,Close Ended,Income,Nippon India Fixed Horizon Fund XXXIV- Series 7- Direct Plan- Dividend Payout Option,5000,10,6/22/2017,2017
141553,Nippon India Fixed Horizon Fund XXXIV- Series 7,Nippon Life India Asset Management Limited,Close Ended,Income,Nippon India Fixed Horizon Fund XXXIV- Series 7- Direct Plan-Growth Option,5000,12.3038,6/22/2017,2017
141558,ICICI Prudential Value Fund - Series 14,ICICI Prudential Asset Management Company Limited,Close Ended,Growth,ICICI Prudential Value Fund - Series 14 - Cumulative Option,5000,12.39,5/25/2017,2017
141559,ICICI Prudential Value Fund - Series 14,ICICI Prudential Asset Management Company Limited,Close Ended,Growth,ICICI Prudential Value Fund - Series 14 - Direct Plan - Cumulative Option,5000,12.99,5/25/2017,2017
141564,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES VI,Sundaram Asset Management Company Ltd,Close Ended,ELSS,Sundaram Long Term Micro Cap Tax Advantage Fund Series VI Direct Plan - Growth,5000,29.1848,6/23/2017,2017
141565,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES VI,Sundaram Asset Management Company Ltd,Close Ended,ELSS,Sundaram Long Term Micro Cap Tax Advantage Fund Series VI Regular Plan - Growth,5000,27.7746,6/23/2017,2017
141566,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES VI,Sundaram Asset Management Company Ltd,Close Ended,ELSS,Sundaram Long Term Micro Cap Tax Advantage Fund Series VI Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),5000,26.8424,6/23/2017,2017
141567,SUNDARAM LONG TERM MICRO CAP TAX ADVANTAGE FUND SERIES VI,Sundaram Asset Management Company Ltd,Close Ended,ELSS,Sundaram Long Term Micro Cap Tax Advantage Fund Series VI Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),5000,28.2468,6/23/2017,2017
141569,UTI - FTIF - Series XXVII - Plan III (1096 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-III (1096 Days) - Direct Plan - Quarterly Div Option,5000,10,6/22/2017,2017
141570,UTI - FTIF - Series XXVII - Plan III (1096 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-III (1096 Days) - Direct Plan - Annual Div Option,5000,10,6/22/2017,2017
141571,UTI - FTIF - Series XXVII - Plan III (1096 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-III (1096 Days) - Direct Plan - Maturity Div Option,5000,10,6/22/2017,2017
141572,UTI - FTIF - Series XXVII - Plan III (1096 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-III (1096 Days) - Direct Plan - Growth Option,5000,12.3068,6/22/2017,2017
141573,UTI - FTIF - Series XXVII - Plan III (1096 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-III (1096 Days) - Regular Plan - Growth Option,5000,12.1843,6/22/2017,2017
141574,UTI - FTIF - Series XXVII - Plan III (1096 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-III (1096 Days) - Regular Plan - Maturity Div Option,5000,10,6/22/2017,2017
141576,UTI - FTIF - Series XXVII - Plan III (1096 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-III (1096 Days) - Regular Plan - Annual Div Option,5000,10,6/22/2017,2017
141577,UTI - FTIF - Series XXVII - Plan III (1096 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-III (1096 Days) - Regular Plan - Quarterly Div Option,5000,10,6/22/2017,2017
141578,HDFC Equity Opp Fund - II - 1100D June 2017 (1),HDFC Asset Management Company Limited,Close Ended,Growth,HDFC Equity Opp Fund - II - 1100D June 2017 (1) - IDCW Option - Direct Plan,5000,10,6/27/2017,2017
141579,HDFC Equity Opp Fund - II - 1100D June 2017 (1),HDFC Asset Management Company Limited,Close Ended,Growth,HDFC Equity Opp Fund - II - 1100D June 2017 (1) - IDCW Option,5000,10,6/27/2017,2017
141580,HDFC Equity Opp Fund - II - 1100D June 2017 (1),HDFC Asset Management Company Limited,Close Ended,Growth,HDFC Equity Opp Fund - II - 1100D June 2017 (1) - Growth Option - Direct Plan,5000,13.895,6/27/2017,2017
141581,HDFC Equity Opp Fund - II - 1100D June 2017 (1),HDFC Asset Management Company Limited,Close Ended,Growth,HDFC Equity Opp Fund - II - 1100D June 2017 (1) - Growth Option,5000,13.298,6/27/2017,2017
141582,Nippon India Dual Advantege Fixed Tenure Fund XI- Plan C,Nippon Life India Asset Management Limited,Close Ended,Income,NIPPON INDIA DUAL ADVANTAGE FIXED TENURE FUND XI - PLAN C - IDCW Option,5000,10,6/29/2017,2017
141583,Nippon India Dual Advantege Fixed Tenure Fund XI- Plan C,Nippon Life India Asset Management Limited,Close Ended,Income,Nippon India Dual Advantage Fixed Tenure Fund XI- Plan C- Direct Plan- Growth Option,5000,12.7773,6/29/2017,2017
141584,Nippon India Dual Advantege Fixed Tenure Fund XI- Plan C,Nippon Life India Asset Management Limited,Close Ended,Income,Nippon India Dual Advantage Fixed Tenure Fund XI- Plan C- Growth Option,5000,12.3543,6/29/2017,2017
141585,Nippon India Dual Advantege Fixed Tenure Fund XI- Plan C,Nippon Life India Asset Management Limited,Close Ended,Income,NIPPON INDIA DUAL ADVANTAGE FIXED TENURE FUND XI - PLAN C - DIRECT Plan - IDCW Option,5000,10,6/29/2017,2017
141586,AXIS Corporate Bond Fund,Axis Asset Management Co. Ltd.,Open Ended,Debt Scheme - Corporate Bond Fund,Axis Corporate Bond Fund - Direct Plan - Daily IDCW,5000,10.2348,6/23/2017,2017
141587,AXIS Corporate Bond Fund,Axis Asset Management Co. Ltd.,Open Ended,Debt Scheme - Corporate Bond Fund,Axis Corporate Bond Fund - Direct Plan - Weekly IDCW,5000,10.4044,6/23/2017,2017
141588,AXIS Corporate Bond Fund,Axis Asset Management Co. Ltd.,Open Ended,Debt Scheme - Corporate Bond Fund,Axis Corporate Bond Fund - Direct Plan Growth,5000,18.9987,6/23/2017,2017
141589,AXIS Corporate Bond Fund,Axis Asset Management Co. Ltd.,Open Ended,Debt Scheme - Corporate Bond Fund,Axis Corporate Bond Fund - Regular Plan - Daily IDCW,5000,10.2347,6/23/2017,2017
141590,AXIS Corporate Bond Fund,Axis Asset Management Co. Ltd.,Open Ended,Debt Scheme - Corporate Bond Fund,Axis Corporate Bond Fund - Direct Plan - Monthly IDCW,5000,10.2376,6/23/2017,2017
141591,AXIS Corporate Bond Fund,Axis Asset Management Co. Ltd.,Open Ended,Debt Scheme - Corporate Bond Fund,Axis Corporate Bond Fund - Direct Plan - Regular IDCW,5000,14.8219,6/23/2017,2017
141592,AXIS Corporate Bond Fund,Axis Asset Management Co. Ltd.,Open Ended,Debt Scheme - Corporate Bond Fund,Axis Corporate Bond Fund - Regular Plan - Weekly IDCW,5000,10.2806,6/23/2017,2017
141593,AXIS Corporate Bond Fund,Axis Asset Management Co. Ltd.,Open Ended,Debt Scheme - Corporate Bond Fund,Axis Corporate Bond Fund - Regular Plan Growth,5000,17.8538,6/23/2017,2017
141594,AXIS Corporate Bond Fund,Axis Asset Management Co. Ltd.,Open Ended,Debt Scheme - Corporate Bond Fund,Axis Corporate Bond Fund - Regular Plan - Monthly IDCW,5000,10.2282,6/23/2017,2017
141595,AXIS Corporate Bond Fund,Axis Asset Management Co. Ltd.,Open Ended,Debt Scheme - Corporate Bond Fund,Axis Corporate Bond Fund - Regular Plan - Regular IDCW,5000,13.7938,6/23/2017,2017
141596,ICICI Prudential Nifty 100 Low Volatility 30 ETF,ICICI Prudential Asset Management Company Limited,Open Ended,Other Scheme - Other  ETFs,ICICI Prudential Nifty 100 Low Volatility 30 ETF,5000,21.241,6/23/2017,2017
141597,ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan O,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan O - Direct Plan - Cumulative Option,5000,12.5117,6/27/2017,2017
141598,ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan O,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan O - Dividend Option,5000,12.3863,6/27/2017,2017
141599,ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan O,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan O - Cumulative Option,5000,12.3863,6/27/2017,2017
141600,ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan O,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan O - Direct Plan - Dividend Option,5000,12.5117,6/27/2017,2017
141601,ICICI Prudential Value Fund - Series 15,ICICI Prudential Asset Management Company Limited,Close Ended,Growth,ICICI Prudential Value Fund - Series 15 - Cumulative Option,5000,12.7,6/27/2017,2017
141602,ICICI Prudential Value Fund - Series 15,ICICI Prudential Asset Management Company Limited,Close Ended,Growth,ICICI Prudential Value Fund - Series 15 - Direct Plan - Dividend Option,5000,12.7,6/27/2017,2017
141603,ICICI Prudential Value Fund - Series 15,ICICI Prudential Asset Management Company Limited,Close Ended,Growth,ICICI Prudential Value Fund - Series 15 - Dividend Option,5000,12.39,6/27/2017,2017
141604,ICICI Prudential Value Fund - Series 15,ICICI Prudential Asset Management Company Limited,Close Ended,Growth,ICICI Prudential Value Fund - Series 15 - Direct Plan - Cumulative Option,5000,13.18,6/27/2017,2017
141605,Edelweiss Arbitrage Fund,Edelweiss Asset Management Limited,Open Ended,Hybrid Scheme - Arbitrage Fund,Edelweiss Arbitrage Fund - Monthly  Regular Plan - IDCW Option,5000,16.659,6/12/2014,2014
141606,Edelweiss Arbitrage Fund,Edelweiss Asset Management Limited,Open Ended,Hybrid Scheme - Arbitrage Fund,Edelweiss Arbitrage Fund - Monthly  Direct Plan - IDCW Option,5000,18.0893,6/12/2014,2014
141611,Nippon India Fixed Horizon Fund XXXIV- Series 8,Nippon Life India Asset Management Limited,Close Ended,Income,Nippon India Fixed Horizon Fund XXXIV- Series 8- Dividend Payout Option,5000,10,7/4/2017,2017
141612,Nippon India Fixed Horizon Fund XXXIV- Series 8,Nippon Life India Asset Management Limited,Close Ended,Income,Nippon India Fixed Horizon Fund XXXIV- Series 8- Growth Option,5000,11.4426,7/4/2017,2017
141613,Nippon India Fixed Horizon Fund XXXIV- Series 8,Nippon Life India Asset Management Limited,Close Ended,Income,Nippon India Fixed Horizon Fund XXXIV- Series 8- Direct Plan- Dividend Payout Option,5000,10,7/4/2017,2017
141614,Nippon India Fixed Horizon Fund XXXIV- Series 8,Nippon Life India Asset Management Limited,Close Ended,Income,Nippon India Fixed Horizon Fund XXXIV- Series 8- Direct Plan-Growth Option,5000,11.5168,7/4/2017,2017
141616,Nippon India Fixed Horizon Fund XXXIV- Series 9,Nippon Life India Asset Management Limited,Close Ended,Income,Nippon India Fixed Horizon Fund XXXIV - Series 9 - Direct Plan - Growth Option,5000,12.3264,7/12/2017,2017
141617,Nippon India Fixed Horizon Fund XXXIV- Series 9,Nippon Life India Asset Management Limited,Close Ended,Income,Nippon India Fixed Horizon Fund XXXIV - Series 9 - Dividend Payout Option,5000,10,7/12/2017,2017
141618,Nippon India Fixed Horizon Fund XXXIV- Series 9,Nippon Life India Asset Management Limited,Close Ended,Income,Nippon India Fixed Horizon Fund XXXIV - Series 9 - Growth Option,5000,12.2859,7/12/2017,2017
141619,Nippon India Fixed Horizon Fund XXXIV- Series 9,Nippon Life India Asset Management Limited,Close Ended,Income,Nippon India Fixed Horizon Fund XXXIV - Series 9 - Direct Plan - Dividend Payout Option,5000,10,7/12/2017,2017
141620,UTI - FTIF - Series XXVII - Plan IV (1113 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-IV (1113 Days) - Direct Plan - Growth Option,5000,12.2803,7/10/2017,2017
141621,UTI - FTIF - Series XXVII - Plan IV (1113 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-IV (1113 Days) - Direct Plan - Annual Div Option,5000,10,7/10/2017,2017
141622,UTI - FTIF - Series XXVII - Plan IV (1113 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-IV (1113 Days) - Direct Plan - Flexi Div Option,5000,10,7/10/2017,2017
141623,UTI - FTIF - Series XXVII - Plan IV (1113 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-IV (1113 Days) - Regular Plan - Annual Div Option,5000,10,7/10/2017,2017
141624,UTI - FTIF - Series XXVII - Plan IV (1113 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-IV (1113 Days) - Regular Plan - Maturity Div Option,5000,10,7/10/2017,2017
141625,UTI - FTIF - Series XXVII - Plan IV (1113 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-IV (1113 Days) - Regular Plan - Flexi Div Option,5000,10,7/10/2017,2017
141626,UTI - FTIF - Series XXVII - Plan IV (1113 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-IV (1113 Days) - Direct Plan - Maturity Div Option,5000,10,7/10/2017,2017
141627,UTI - FTIF - Series XXVII - Plan IV (1113 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-IV (1113 Days) - Direct Plan - Quarterly Div Option,5000,10,7/10/2017,2017
141628,UTI - FTIF - Series XXVII - Plan IV (1113 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-IV (1113 Days) - Regular Plan - Quarterly Div Option,5000,10,7/10/2017,2017
141629,UTI - FTIF - Series XXVII - Plan IV (1113 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FTIF Series XXVII-IV (1113 Days) - Regular - Growth Option,5000,12.1581,7/10/2017,2017
141642,Axis Balanced Advantage Fund,Axis Asset Management Co. Ltd.,Open Ended,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Axis Balanced Advantage Fund - Direct Plan - Growth,5000,23.45,7/11/2017,2017
141643,Axis Balanced Advantage Fund,Axis Asset Management Co. Ltd.,Open Ended,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Axis Balanced Advantage Fund - Direct Plan - IDCW,5000,13.67,7/11/2017,2017
141644,Axis Balanced Advantage Fund,Axis Asset Management Co. Ltd.,Open Ended,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Axis Balanced Advantage Fund - Regular Plan - Growth,5000,20.83,7/11/2017,2017
141645,Axis Balanced Advantage Fund,Axis Asset Management Co. Ltd.,Open Ended,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Axis Balanced Advantage Fund - Regular Plan - IDCW,5000,12.54,7/11/2017,2017
141657,Nippon India Fixed Horizon Fund XXXIV- Series 10,Nippon Life India Asset Management Limited,Close Ended,Income,Nippon India Fixed Horizon Fund XXXIV- Series 10- Dividend Payout Option,5000,10,7/19/2017,2017
141658,Nippon India Fixed Horizon Fund XXXIV- Series 10,Nippon Life India Asset Management Limited,Close Ended,Income,Nippon India Fixed Horizon Fund XXXIV- Series 10- Direct Plan-Growth Option,5000,11.5433,7/19/2017,2017
141659,Nippon India Fixed Horizon Fund XXXIV- Series 10,Nippon Life India Asset Management Limited,Close Ended,Income,Nippon India Fixed Horizon Fund XXXIV- Series 10- Direct Plan-Dividend Payout Option,5000,10,7/19/2017,2017
141660,Nippon India Fixed Horizon Fund XXXIV- Series 10,Nippon Life India Asset Management Limited,Close Ended,Income,Nippon India Fixed Horizon Fund XXXIV- Series 10- Growth Option,5000,11.4009,7/19/2017,2017
141665,UTI - Nifty Next 50 Exchange Traded Fund.,UTI Asset Mgmt. Co. Ltd.,Open Ended,Other Scheme - Other  ETFs,UTI Nifty Next 50 Exchange Traded Fund,5000,75.5615,7/18/2017,2017
141668,ICICI Prudential Fixed Maturity Plan - Series 81 - 1162 Days Plan P,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 81 - 1162 Days Plan P - Cumulative Option,5000,12.3687,7/17/2017,2017
141669,ICICI Prudential Fixed Maturity Plan - Series 81 - 1162 Days Plan P,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 81 - 1162 Days Plan P - Direct Plan - Dividend Option,5000,12.3982,7/17/2017,2017
141670,ICICI Prudential Fixed Maturity Plan - Series 81 - 1162 Days Plan P,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 81 - 1162 Days Plan P - Direct Plan - Cumulative Option,5000,12.3982,7/17/2017,2017
141671,ICICI Prudential Fixed Maturity Plan - Series 81 - 1162 Days Plan P,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 81 - 1162 Days Plan P - Dividend Option,5000,12.3687,7/17/2017,2017
141676,ICICI Prudential Value Fund - Series 16,ICICI Prudential Asset Management Company Limited,Close Ended,Growth,ICICI Prudential Value Fund - Series 16 - Dividend Option,5000,12.01,7/24/2017,2017
141677,ICICI Prudential Value Fund - Series 16,ICICI Prudential Asset Management Company Limited,Close Ended,Growth,ICICI Prudential Value Fund - Series 16 - Cumulative Option,5000,12.52,7/24/2017,2017
141678,ICICI Prudential Value Fund - Series 16,ICICI Prudential Asset Management Company Limited,Close Ended,Growth,ICICI Prudential Value Fund - Series 16 - Direct Plan - Cumulative Option,5000,12.93,7/24/2017,2017
141679,ICICI Prudential Value Fund - Series 16,ICICI Prudential Asset Management Company Limited,Close Ended,Growth,ICICI Prudential Value Fund - Series 16 - Direct Plan - Dividend Option,5000,12.32,7/24/2017,2017
141686,ICICI Prudential Fixed Maturity Plan - Series 81 - 1163 Days Plan Q,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 81 - 1163 Days Plan Q - Direct Plan - Cumulative Option,5000,12.3864,7/27/2017,2017
141687,ICICI Prudential Fixed Maturity Plan - Series 81 - 1163 Days Plan Q,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 81 - 1163 Days Plan Q - Cumulative Option,5000,12.3512,7/27/2017,2017
141688,ICICI Prudential Fixed Maturity Plan - Series 81 - 1163 Days Plan Q,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 81 - 1163 Days Plan Q - Direct Plan - Dividend Option,5000,12.3864,7/27/2017,2017
141689,ICICI Prudential Fixed Maturity Plan - Series 81 - 1163 Days Plan Q,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 81 - 1163 Days Plan Q - Dividend Option,5000,12.3512,7/27/2017,2017
141690,Nippon India Dual Advantege Fixed Tenure Fund XI- Plan D,Nippon Life India Asset Management Limited,Close Ended,Income,Nippon India Dual Advantage Fixed Tenure Fund XI- Plan D- Direct Plan- Growth Option,5000,12.7878,7/31/2017,2017
141691,Nippon India Dual Advantege Fixed Tenure Fund XI- Plan D,Nippon Life India Asset Management Limited,Close Ended,Income,NIPPON INDIA DUAL ADVANTAGE FIXED TENURE FUND XI - PLAN D - IDCW Option,5000,10,7/31/2017,2017
141692,Nippon India Dual Advantege Fixed Tenure Fund XI- Plan D,Nippon Life India Asset Management Limited,Close Ended,Income,Nippon India Dual Advantage Fixed Tenure Fund XI- Plan D- Growth Option,5000,12.3884,7/31/2017,2017
141693,Nippon India Dual Advantege Fixed Tenure Fund XI- Plan D,Nippon Life India Asset Management Limited,Close Ended,Income,NIPPON INDIA DUAL ADVANTAGE FIXED TENURE FUND XI - PLAN D - DIRECT Plan - IDCW Option,5000,10,7/31/2017,2017
141694,ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan R,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan R - Cumulative option,5000,12.4204,7/27/2017,2017
141695,ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan R,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan R - Dividend option,5000,12.4204,7/27/2017,2017
141696,ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan R,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan R - Direct Plan - Dividend option,5000,12.5194,7/27/2017,2017
141697,ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan R,ICICI Prudential Asset Management Company Limited,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 81 - 1100 Days Plan R - Direct Plan - Cumulative option,5000,12.5194,7/27/2017,2017
141698,UTI - Capital Protection Oriented Scheme - Series IX-III (1389 Days),UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI Capital Protection Oriented Scheme Series IX-III ( 1389 Days) - Regular Plan - Growth Option,5000,12.1706,7/27/2017,2017
