Scheme_Code,Scheme_Name,AMC,Scheme_Type,Scheme_Category,Scheme_NAV_Name,Scheme_Min_Amt,NAV,Launch_Date,Launch_Year
108714,Bandhan Short Duration Fund,Bandhan AMC Limited,Open Ended,Debt Scheme - Short Duration Fund,Bandhan Short Duration Fund - Plan C  - Fortnightly Dividend,500,11.21885202,4/1/2001,2001
108715,Bandhan Short Duration Fund,Bandhan AMC Limited,Open Ended,Debt Scheme - Short Duration Fund,Bandhan Short Duration Fund - Plan D- Fortnightly Dividend,500,12.03375677,4/1/2001,2001
108716,Bandhan Short Duration Fund,Bandhan AMC Limited,Open Ended,Debt Scheme - Short Duration Fund,Bandhan Short Duration Fund - Plan B - Fortnightly Dividend,500,14.25207048,4/1/2001,2001
108717,Bandhan Short Duration Fund,Bandhan AMC Limited,Open Ended,Debt Scheme - Short Duration Fund,Bandhan Short Duration Fund - Plan C  - Growth,500,18.70210837,4/1/2001,2001
108718,Bandhan Short Duration Fund,Bandhan AMC Limited,Open Ended,Debt Scheme - Short Duration Fund,Bandhan Short Duration Fund - Plan C  - Monthly Dividend,500,14.74155325,4/1/2001,2001
108719,Bandhan Short Duration Fund,Bandhan AMC Limited,Open Ended,Debt Scheme - Short Duration Fund,Bandhan Short Duration Fund - Plan D - Growth,500,22.16392015,4/1/2001,2001
108720,Bandhan Short Duration Fund,Bandhan AMC Limited,Open Ended,Debt Scheme - Short Duration Fund,Bandhan Short Duration Fund - Plan D - Monthly Dividend,500,17.71169997,4/1/2001,2001
108727,Bandhan Medium Duration Fund,Bandhan AMC Limited,Open Ended,Debt Scheme - Medium Duration Fund,Bandhan Medium Duration Fund - Regular Plan - Monthly IDCW,10,10.2846,4/1/2001,2001
108728,Bandhan Medium Duration Fund,Bandhan AMC Limited,Open Ended,Debt Scheme - Medium Duration Fund,Bandhan Medium Duration Fund - Regular Plan - Growth,10,47.5084,4/1/2001,2001
108729,Bandhan Medium Duration Fund,Bandhan AMC Limited,Open Ended,Debt Scheme - Medium Duration Fund,Bandhan Medium Duration Fund - Regular Plan - Fortnightly IDCW,10,10.2919,4/1/2001,2001
108730,Bandhan Medium Duration Fund,Bandhan AMC Limited,Open Ended,Debt Scheme - Medium Duration Fund,Bandhan Medium Duration Fund - Regular Plan - Bi-Monthly IDCW,10,10.3044,4/1/2001,2001
108731,Bandhan Medium Duration Fund,Bandhan AMC Limited,Open Ended,Debt Scheme - Medium Duration Fund,Bandhan Medium Duration Fund - Regular Plan - Daily IDCW,10,10.2872,4/1/2001,2001
108753,Bandhan Gilt Fund  with 10 year constant duration Fund,Bandhan AMC Limited,Open Ended,Debt Scheme - Gilt Fund with 10 year constant duration,Bandhan Gilt Fund with 10 year constant duration Fund - Regular Plan - Growth,5000,47.4108,2/21/2002,2002
108756,Bandhan Money Market  Fund,Bandhan AMC Limited,Open Ended,Debt Scheme - Money Market Fund,BANDHAN Money Market Fund - Regular Plan - Growth,500,42.5783,2/18/2003,2003
108757,Bandhan Money Market Fund,Bandhan AMC Limited,Open Ended,Debt Scheme - Money Market Fund,BANDHAN Money Market Fund - Regular Plan - Monthly IDCW,500,10.2862,2/18/2003,2003
108763,Bandhan Medium to Long Duration Fund,Bandhan AMC Limited,Open Ended,Debt Scheme - Medium to Long Duration Fund,Bandhan Medium to Long Duration Fund - Regular Plan - Half-yearly IDCW,5000,11.9757,1/1/2005,2005
108764,Bandhan Medium to Long Duration Fund,Bandhan AMC Limited,Open Ended,Debt Scheme - Medium to Long Duration Fund,Bandhan Medium to Long Duration Fund - Regular Plan - Quarterly IDCW,5000,12.2247,1/1/2005,2005
108765,Bandhan Medium to Long Duration Fund,Bandhan AMC Limited,Open Ended,Debt Scheme - Medium to Long Duration Fund,Bandhan Medium to Long Duration Fund - Regular Plan - Growth,5000,66.6478,1/1/2005,2005
108766,Bandhan Medium to Long Duration Fund,Bandhan AMC Limited,Open Ended,Debt Scheme - Medium to Long Duration Fund,Bandhan Medium to Long Duration Fund - Regular Plan - Annual IDCW,5000,11.7329,1/1/2005,2005
108767,Bandhan Medium to Long Duration Fund,Bandhan AMC Limited,Open Ended,Debt Scheme - Medium to Long Duration Fund,Bandhan Short Duration Fund - Regular Plan - Monthly IDCW,5000,10.4128,1/1/2005,2005
108768,Bandhan Medium to Long Duration Fund,Bandhan AMC Limited,Open Ended,Debt Scheme - Medium to Long Duration Fund,Bandhan Short Duration Fund - Regular Plan - Growth,5000,59.8649,1/1/2005,2005
108799,BANDHAN LARGE CAP FUND,Bandhan AMC Limited,Open Ended,Equity Scheme - Large Cap Fund,BANDHAN Large Cap Fund - Regular Plan - Growth,5000,74.347,4/19/2006,2006
108800,BANDHAN LARGE CAP FUND,Bandhan AMC Limited,Open Ended,Equity Scheme - Large Cap Fund,BANDHAN Large Cap Fund - Regular Plan - IDCW,5000,20.494,4/19/2006,2006
108844,BANDHAN Arbitrage Fund,Bandhan AMC Limited,Open Ended,Hybrid Scheme - Arbitrage Fund,BANDHAN Arbitrage Fund - Plan B - Dividend,5000,14.86269632,11/14/2006,2006
108845,BANDHAN Arbitrage Fund,Bandhan AMC Limited,Open Ended,Hybrid Scheme - Arbitrage Fund,BANDHAN Arbitrage Fund - Regular Plan - Growth,5000,34.0578,11/14/2006,2006
108846,BANDHAN Arbitrage Fund,Bandhan AMC Limited,Open Ended,Hybrid Scheme - Arbitrage Fund,BANDHAN Arbitrage Fund - Plan B - Growth,5000,21.25167644,11/14/2006,2006
108847,BANDHAN Arbitrage Fund,Bandhan AMC Limited,Open Ended,Hybrid Scheme - Arbitrage Fund,BANDHAN Arbitrage Fund - Regular Plan - Monthly IDCW,5000,10.6318,11/14/2006,2006
108908,Bandhan Value Fund,Bandhan AMC Limited,Open Ended,Equity Scheme - Value Fund,Bandhan Value Fund - Regular Plan - IDCW,5000,35.67,1/9/2008,2008
108909,Bandhan Value Fund,Bandhan AMC Limited,Open Ended,Equity Scheme - Value Fund,Bandhan Value Fund - Regular Plan - Growth,5000,142.708,1/9/2008,2008
108992,BANDHAN EQUITY SAVINGS FUND,Bandhan AMC Limited,Open Ended,Hybrid Scheme - Equity Savings,BANDHAN Equity Savings Fund - Regular Plan - Monthly IDCW,5000,10.781,5/5/2008,2008
108993,BANDHAN EQUITY SAVINGS FUND,Bandhan AMC Limited,Open Ended,Hybrid Scheme - Equity Savings,BANDHAN Equity Savings Fund -B-DIVIDEND,5000,12.36084532,5/5/2008,2008
108994,BANDHAN EQUITY SAVINGS FUND,Bandhan AMC Limited,Open Ended,Hybrid Scheme - Equity Savings,BANDHAN Equity Savings Fund -B-GROWTH,5000,16.0114,5/5/2008,2008
108995,BANDHAN EQUITY SAVINGS FUND,Bandhan AMC Limited,Open Ended,Hybrid Scheme - Equity Savings,BANDHAN Equity Savings Fund - Regular Plan - Growth,5000,31.864,5/5/2008,2008
109010,Kotak BSE Sensex ETF,Kotak Mahindra Asset Management Company Limited.,Open Ended,Other Scheme - Other  ETFs,Kotak BSE Sensex ETF,10000,81.1107,5/7/2008,2008
109058,Sundaram Financial Services Opportunities Fund,Sundaram Asset Management Company Ltd,Open Ended,Equity Scheme - Sectoral/ Thematic,Sundaram Financial Services Opportunities Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),5000,27.3263,5/10/2008,2008
109059,Sundaram Financial Services Opportunities Fund,Sundaram Asset Management Company Ltd,Open Ended,Equity Scheme - Sectoral/ Thematic,Sundaram Financial Services Opportunities Fund Regular Plan - Growth,5000,101.9651,5/10/2008,2008
109060,Sundaram Financial Services Opportunities Fund,Sundaram Asset Management Company Ltd,Open Ended,Equity Scheme - Sectoral/ Thematic,Sundaram Financial Services Opportunities Fund Institutional Plan - Income Distribution cum Capital Withdrawal (IDCW),5000,33.8495,5/10/2008,2008
109061,Sundaram Financial Services Opportunities Fund,Sundaram Asset Management Company Ltd,Open Ended,Equity Scheme - Sectoral/ Thematic,Sundaram Financial Services Opportunities Fund Institutional Plan - Growth,5000,104.9194,5/10/2008,2008
109108,Aditya Birla Sun Life Savings Fund,Aditya Birla Sun Life AMC Limited,Open Ended,Debt Scheme - Ultra Short Duration Fund,Aditya Birla Sun Life Savings Fund-Retail - Daily IDCW,5000,100.3421,11/19/2001,2001
109254,BANK OF INDIA LIQUID FUND,Bank of India Investment Managers Private Limited,Open Ended,Debt Scheme - Liquid Fund,BANK OF INDIA Liquid Fund- Regular Plan- Growth,10000000,3181.2596,7/9/2008,2008
109255,BANK OF INDIA LIQUID FUND,Bank of India Investment Managers Private Limited,Open Ended,Debt Scheme - Liquid Fund,BANK OF INDIA Liquid Fund- Regular Plan- Weekly IDCW,10000000,1006.1697,7/9/2008,2008
109264,BANK OF INDIA ULTRA SHORT DURATION FUND,Bank of India Investment Managers Private Limited,Open Ended,Debt Scheme - Ultra Short Duration Fund,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Weekly IDCW,5000,1006.2135,7/9/2008,2008
109269,BANK OF INDIA ULTRA SHORT DURATION FUND,Bank of India Investment Managers Private Limited,Open Ended,Debt Scheme - Ultra Short Duration Fund,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Growth,5000,3326.9883,7/9/2008,2008
109274,Quant Focused Fund,quant Money Managers Limited,Open Ended,Equity Scheme - Focused Fund,quant Focused Fund - IDCW Option - Regular Plan,5000,66.7208,7/3/2008,2008
109275,Quant Focused Fund,quant Money Managers Limited,Open Ended,Equity Scheme - Focused Fund,quant Focused Fund - Growth Option - Regular Plan,5000,89.7329,7/3/2008,2008
109349,Canara Robeco Liquid Fund,Canara Robeco Asset Management Company Limited,Open Ended,Debt Scheme - Liquid Fund,CANARA ROBECO LIQUID FUND - REGULAR PLAN - DAILY IDCW (Reinvestment),5000,1005.5,1/9/2002,2002
109350,Canara Robeco Liquid Fund,Canara Robeco Asset Management Company Limited,Open Ended,Debt Scheme - Liquid Fund,CANARA ROBECO LIQUID FUND - REGULAR PLAN - WEEKLY IDCW (Payout/Reinvestment),5000,1001.036,1/9/2002,2002
109351,Canara Robeco Liquid Fund,Canara Robeco Asset Management Company Limited,Open Ended,Debt Scheme - Liquid Fund,CANARA ROBECO LIQUID FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment),5000,1002.2616,1/9/2002,2002
109353,Canara Robeco Liquid Fund,Canara Robeco Asset Management Company Limited,Open Ended,Debt Scheme - Liquid Fund,CANARA ROBECO LIQUID FUND - REGULAR PLAN - GROWTH OPTION,5000,3324.2088,1/9/2002,2002
109366,Canara Robeco Ultra Short Term Fund,Canara Robeco Asset Management Company Limited,Open Ended,Debt Scheme - Ultra Short Duration Fund,CANARA ROBECO ULTRA SHORT TERM FUND - REGULAR PLAN - WEEKLY IDCW (Payout/Reinvestment),5000,1241.7467,8/29/2003,2003
109370,Canara Robeco Ultra Short Term Fund,Canara Robeco Asset Management Company Limited,Open Ended,Debt Scheme - Ultra Short Duration Fund,CANARA ROBECO ULTRA SHORT TERM FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment),5000,1002.7152,8/29/2003,2003
109371,Canara Robeco Ultra Short Term Fund,Canara Robeco Asset Management Company Limited,Open Ended,Debt Scheme - Ultra Short Duration Fund,CANARA ROBECO ULTRA SHORT TERM FUND - REGULAR PLAN - GROWTH OPTION,5000,3995.3402,8/29/2003,2003
109372,Canara Robeco Ultra Short Term Fund,Canara Robeco Asset Management Company Limited,Open Ended,Debt Scheme - Ultra Short Duration Fund,CANARA ROBECO ULTRA SHORT TERM FUND - REGULAR PLAN - DAILY IDCW (Reinvestment),5000,1240.71,8/29/2003,2003
109445,ICICI Prudential Banking & Financial Services Fund,ICICI Prudential Asset Management Company Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,ICICI Prudential Banking and Financial Services Fund -  Growth,5000,125.02,7/9/2008,2008
109446,ICICI Prudential Banking & Financial Services Fund,ICICI Prudential Asset Management Company Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,ICICI Prudential Banking and Financial Services Fund -  IDCW,5000,23.86,7/9/2008,2008
109464,UTI - FIIF Sr-2 Quarterly Interval Plan IV,UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI FIIF Sr-2 Quarterly Interval Plan IV - Regular Plan - IDCW,10000,10.0671,7/17/2008,2008
109465,UTI - FIIF Sr-2 Quarterly Interval Plan IV,UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI F I I F Series II -Quarterly Interval Plan - IV -Regular Plan - Growth Option,10000,25.0959,7/17/2008,2008
109466,UTI - FIIF Sr-2 Quarterly Interval Plan IV,UTI Asset Mgmt. Co. Ltd.,Close Ended,Income,UTI F I I F Series II -Quarterly Interval Plan - IV -Instn. Growth  Option,10000,20.9434,7/17/2008,2008
109472,Nippon India Corporate Bond Fund,Nippon Life India Asset Management Limited,Open Ended,Debt Scheme - Corporate Bond Fund,NIPPON INDIA CORPORATE BOND FUND - DAILY IDCW Option,5000,17.0959,8/16/2000,2000
109473,Nippon India Corporate Bond Fund,Nippon Life India Asset Management Limited,Open Ended,Debt Scheme - Corporate Bond Fund,NIPPON INDIA CORPORATE BOND FUND - WEEKLY IDCW Option,5000,17.1489,8/16/2000,2000
109501,UTI Ultra Short Duration Fund,UTI Asset Mgmt. Co. Ltd.,Open Ended,Debt Scheme - Ultra Short Duration Fund,UTI Ultra Short Duration Fund - Regular Plan - Daily IDCW (Reinvestment),5000,1046.2313,8/29/2003,2003
109522,JM Flexicap Fund,JM Financial Asset Management Limited,Open Ended,Equity Scheme - Flexi Cap Fund,JM Flexicap Fund (Regular) - Growth option,5000,93.3236,7/31/2008,2008
109523,JM Flexicap Fund,JM Financial Asset Management Limited,Open Ended,Equity Scheme - Flexi Cap Fund,JM Flexicap Fund (Regular) - IDCW,5000,71.913,7/31/2008,2008
109574,Franklin India Ultra Short Bond Fund (no. of segregated portfolio-1),Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Ultra Short Duration Fund,Franklin India Ultra Short Bond Fund - Institutional - Weekly Dividend,5000,0,12/18/2007,2007
109575,Franklin India Ultra Short Bond Fund (no. of segregated portfolio-1),Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Ultra Short Duration Fund,Franklin India Ultra Short Bond Fund - Retail Plan - Weekly - IDCW,5000,12.5163,12/18/2007,2007
